timestamp,source_address,source_port,destination_address,destination_port,connection_type,interval,transferred_bytes,bits_per_second
20210309084323,200:6de9:bd0e:5799:cb49:dd29:e5b1:8b5b,32904,200:6f3f:1f2a:47b7:a498:6f27:28a4:395f,5001,5,0.0-11.6,8126464,5596312
20210309084327,200:6de9:bd0e:5799:cb49:dd29:e5b1:8b5b,5001,200:6f3f:1f2a:47b7:a498:6f27:28a4:395f,47872,4,0.0-15.6,4125882,2110910
20210309084323,200:6de9:bd0e:5799:cb49:dd29:e5b1:8b5b,32904,200:6f3f:1f2a:47b7:a498:6f27:28a4:395f,5001,5,0.0-11.6,8126464,5596312
20210309084327,200:6de9:bd0e:5799:cb49:dd29:e5b1:8b5b,5001,200:6f3f:1f2a:47b7:a498:6f27:28a4:395f,47872,4,0.0-15.6,4125882,2110910
